Kurtosis,Crest factor,Skewness,Standard deviation,RMS,Peak-to-peak factor,rms_mid_frequency,peak_frequency,rms_overall,rms_low_frequency,peak_amplitude,Encoded fault type,Fault type
0.10186797265693803,3.6713325099340692,0.12000273056475143,0.09149616251828004,0.09647822293546417,0.5734236363636364,9.892844786708948e-05,104.0,7.716306559910436e-05,0.00013866136536461117,0.00100790367255721,0,B007
-0.2662259531134463,3.074378429075417,0.0068729115505268565,0.08240393892156012,0.0882797810375857,0.4544654545454545,6.740939364245315e-05,103.0,5.403749278715066e-05,0.00010169737730650978,0.0006737653809987304,0,B007
-0.24580279311369013,3.187817316081396,0.27544697041038957,0.08942570506522454,0.09467692071003886,0.48877636363636356,8.62921372024006e-05,27.0,7.447327215820312e-05,0.00015452720582302855,0.0010110785298356726,0,B007
-0.2024587117814307,3.621463514023407,0.07111254525044101,0.09605119070593318,0.10087031952790254,0.60568,0.00011032416146077929,9.0,8.963765425503154e-05,0.000172188415513417,0.0010459513451591823,0,B007
-0.2804269330796436,2.9594849334717352,-0.18244763053517474,0.09343458265804831,0.0980244281363863,0.5249363636363635,0.00010671358247000374,103.0,8.136303468043524e-05,0.00013998302813544722,0.0011729332765262309,0,B007
-0.04658129247538012,3.1284968593408973,-0.006462159546595812,0.08563134547136553,0.09043029985668963,0.5541109090909091,6.911471587525284e-05,103.0,6.225691122909149e-05,0.00013499143035628096,0.000758150167982037,0,B007
-0.042433569071155475,3.4053433263608315,-0.04302529450758475,0.0949353009427376,0.09936843481953839,0.601570909090909,0.00011797835587109906,27.0,0.0001122564236195826,0.0002552616254272577,0.0016631894888320836,0,B007
-0.3316537968976281,3.308415704225348,0.08588265868512829,0.08169147588652012,0.08625771038140546,0.47747636363636364,6.558981392826154e-05,103.0,4.725029249292564e-05,7.036423516008022e-05,0.0005259595565234186,0,B007
-0.2480546115238691,2.9553162485012137,0.05718017019104211,0.09410481272657462,0.09781509698028065,0.5448654545454545,0.00010744750887410367,103.0,7.685026681279812e-05,0.00011179560402785971,0.0011918640026228298,0,B007
-0.12228990723516331,3.325307738904203,0.10766956235645153,0.08515943915142636,0.08909414640916322,0.5105545454545455,6.434429510028864e-05,104.0,5.365533007319101e-05,0.00010722172538933506,0.0007846638623969865,0,B007
-0.18424218465651787,3.1852046561955123,0.03219116888975485,0.08376807469942517,0.08740126275698282,0.5163072727272727,8.696181414631639e-05,104.0,6.088547831739412e-05,8.197958539740676e-05,0.0009759692124806532,0,B007
-0.05579806728317882,3.222289982964022,0.22632476986764277,0.07964259352969937,0.08346238278425072,0.477270909090909,5.601979209827724e-05,9.0,5.9061865850577796e-05,0.00014333727672603648,0.001041132016833268,0,B007
-0.23196717658917043,2.996359948685037,-0.01402355588544293,0.08883906815663833,0.09229258931430434,0.5321272727272727,9.396783301217041e-05,103.0,7.119873276927834e-05,0.00012096511527102011,0.00092104200895209,0,B007
-0.3943122008774207,2.8081100258310543,-0.12385672334007662,0.08711499582802304,0.09050474176205342,0.48343454545454545,6.354404340779364e-05,103.0,5.0984052621292176e-05,9.620251181656909e-05,0.0005458803381320384,0,B007
-0.18048905615723188,2.98334611670978,-0.05998669332945964,0.08932484837189007,0.09331498867383711,0.5319218181818182,7.215816823265613e-05,27.0,7.204822722299178e-05,0.00016926574484248024,0.0009327396035045045,0,B007
0.2960982598311772,3.2160105712847753,-0.19375456169726699,0.08592188063194696,0.08988606817267457,0.5571927272727273,5.658420863555955e-05,27.0,5.082828386074585e-05,0.0001099625945889277,0.000722967861527663,0,B007
0.09440463338291583,3.133037542408247,-0.19478636028464702,0.08828364952689324,0.09226654374283201,0.5795872727272726,5.8310249651987995e-05,9.0,5.686119472956396e-05,0.00013146807570569506,0.0007645980049336483,0,B007
-0.30389448390984297,2.8387259479337663,-0.09148688148594476,0.08862706329514351,0.09242366447399525,0.5528781818181818,7.369753234252085e-05,104.0,6.745983448272334e-05,0.00014866684119964964,0.0008579931055354608,0,B007
0.037067575452577106,3.6298543092650193,0.15603775936015704,0.08480032161754028,0.08937348434196937,0.5832854545454544,8.236240443124089e-05,104.0,6.479171505424717e-05,0.00011822476993202312,0.0008972598963413261,0,B007
-0.0009420871299905542,3.5138507288166734,-0.01160811579120878,0.09067880053035164,0.09530595774729655,0.606090909090909,0.00010586661154779121,103.0,8.341792779018037e-05,0.00015260732682466824,0.0012962922456856813,0,B007
-0.053408084096700836,2.7591217419498135,-0.21644986562916382,0.08473236925021761,0.08950542481748006,0.5181563636363636,7.39034627100421e-05,104.0,5.408823028011783e-05,8.436597284440862e-05,0.0007821893693721368,0,B007
-0.0070889931206203904,3.3057236870095177,-0.027137346323160203,0.08712834356743539,0.09148650024729672,0.5378799999999999,0.00010970954209514765,103.0,7.328592794570374e-05,7.679415004994431e-05,0.0009717571723569819,0,B007
-0.12011459506921218,3.0542360944163547,0.044944765099102446,0.08131309449905981,0.08610395858479708,0.44994545454545454,9.01082829226428e-05,104.0,6.283850737128554e-05,8.33404094367488e-05,0.0008529686128627175,0,B007
-0.16372764074166613,3.378680881156726,0.12194335996828945,0.08646887785296106,0.09097041443427831,0.5025418181818182,9.52907197366328e-05,103.0,6.361975374117187e-05,6.625259005661854e-05,0.0008954424210256609,0,B007
-0.22138270007926142,3.0862355452518817,-0.17162889825069,0.0889382957181233,0.09359917176558699,0.5228818181818181,5.978134912879936e-05,9.0,5.590901126025655e-05,0.00012524102509633764,0.0006956304265965466,0,B007
-0.207227943689404,3.223431981939812,0.1880121200329108,0.08856833390962496,0.09337591448409512,0.521649090909091,5.481031846023869e-05,9.0,6.0665266993395027e-05,0.00015091623159744718,0.0008861905906817981,0,B007
-0.40733358544912956,2.743981752253613,-0.07567434972190752,0.08612794536297108,0.09164651456950391,0.4778872727272727,0.00010742666268114452,103.0,7.760002739160486e-05,0.00011649124583062964,0.0010581308264887646,0,B007
-0.26004283198151734,3.2600042280939303,0.09702838355396459,0.08770456720850926,0.09295860782445677,0.51302,8.967340498367899e-05,9.0,7.773933703192449e-05,0.00016210470102876606,0.0011185587013930816,0,B007
-0.3685806055427192,2.985800764574625,0.08306110995344353,0.08665924691183435,0.0915868209441492,0.45980727272727273,6.709539461533826e-05,27.0,5.932869687538587e-05,0.00012632030790166724,0.0008490288580631956,0,B007
-0.2743355719059024,3.182136316882058,0.06781061620932752,0.08775565730223905,0.09239247639570919,0.5019254545454546,7.482215989485399e-05,104.0,5.851399860866366e-05,0.0001056556859186975,0.0006181134966706197,0,B007
0.5919986617332382,3.9095110745383934,0.09848094041364408,0.0981101509045996,0.10274011985272656,0.768810909090909,0.00010347532980303774,27.0,0.00012067110838296199,0.00030714131628324783,0.002020337922008005,0,B007
-0.01621873105543914,3.1359048500815443,-0.09245752962979552,0.08943323703000926,0.0942132017672519,0.5610963636363636,8.649110760755154e-05,104.0,6.515888808098514e-05,0.0001092106334666977,0.0008780830631649688,0,B007
0.17006722653190653,3.1057840008618145,0.00689636884571487,0.09296679464896103,0.09717762960623731,0.5824636363636363,7.381724813180956e-05,9.0,6.536312392977735e-05,0.0001393601856491725,0.000880192954161114,0,B007
-0.2669813902139446,2.9433624382344696,0.02029589326307389,0.08516020976534762,0.08990583392243941,0.46042363636363637,9.603083306490328e-05,103.0,7.553549095954272e-05,0.0001377877701888125,0.001102759321607803,0,B007
-0.22976944442942138,2.8626411309135724,0.1517662932282588,0.08331111638438858,0.08849361235322194,0.4622727272727273,7.356905272730528e-05,104.0,5.119827318319995e-05,6.720068600378733e-05,0.0007212582362537189,0,B007
-0.09810400832768318,3.1693750477520517,-0.16109451171051764,0.08806696719813961,0.09315343793962974,0.5232927272727272,9.688969312431852e-05,103.0,7.269818462098155e-05,0.00012065631297609128,0.0010588001259056513,0,B007
-0.2320235558153172,3.2073194273174503,-0.05205786545321312,0.09036479080016108,0.09506210789536303,0.5602745454545455,7.168220487460984e-05,103.0,5.661789631719134e-05,0.00010419269848919176,0.000742109285205104,0,B007
-0.10660066027181703,3.3451967668250755,-0.12014669473628982,0.08601708504083537,0.09114397947476216,0.5602745454545455,6.767671454479134e-05,104.0,5.3610321185953434e-05,9.899414482067404e-05,0.0006525331953531458,0,B007
-0.33392577260367906,2.8791613921965986,-0.12037574691943374,0.08277555571430345,0.08855672057847627,0.48672181818181814,6.45181349406379e-05,9.0,5.628303279911512e-05,0.00011816276453627761,0.0007976161089386486,0,B007
-0.2317558113390672,3.23607882312829,-0.13999892388953447,0.09113588250045424,0.09567752113673578,0.5652054545454546,7.162767957551939e-05,27.0,6.501221806648832e-05,0.00014193386976014247,0.0008151394219183811,0,B007
-0.5261574199505135,2.7913508956554685,-0.07742317773704911,0.09239041025041023,0.09649482245680178,0.4891872727272727,7.314191215496183e-05,9.0,6.262654567960447e-05,0.00012897019615138198,0.000688436324332954,0,B007
0.00896049801902521,3.720646569151327,-0.04038733685270342,0.08523909943822394,0.08989835335966735,0.6036254545454545,6.609927118007328e-05,9.0,6.257071250183716e-05,0.0001419036861979889,0.000777313866889054,0,B007
-0.28421649193170184,2.8773553387704798,0.04370584768492139,0.08521173025437101,0.09018319267441363,0.47234,7.766750819397114e-05,27.0,6.707843599345618e-05,0.00013932735414174554,0.0009130657750484154,0,B007
0.12935818868498927,3.0635796801183197,0.11269028919199327,0.0855524614837504,0.09013341839381979,0.5226763636363636,8.961241434869714e-05,104.0,7.09952053082869e-05,0.0001311044300946123,0.0009020987468023355,0,B007
-0.14813514357440338,3.1451274815697796,-0.029156619868094435,0.08321825815723745,0.08766576287152088,0.5341818181818181,7.088998375000472e-05,104.0,4.9563192606945326e-05,6.689129121330744e-05,0.0006725015810989222,0,B007
-0.14067310600380623,2.7375570005349665,-0.2780507213332487,0.0918081301769894,0.09613946766253317,0.5530836363636363,9.215202622140852e-05,104.0,6.806247917320956e-05,0.0001087422265932071,0.0007079099796707415,0,B007
0.022617402828173816,3.540974343905383,0.1390842864233019,0.08252823043202942,0.0877873424323894,0.5615072727272727,9.627441314373699e-05,103.0,7.074118876202311e-05,0.00011147816526351105,0.0010053454990106418,0,B007
-0.06909419279483053,2.973453432994495,-0.00737883544270363,0.0847542105092247,0.08934147894328873,0.53562,7.567156597227893e-05,103.0,5.527593726850011e-05,8.572724963238609e-05,0.0007398352109998523,0,B007
-0.21859937280385333,3.089664576437577,0.03159022318670784,0.0919587989080397,0.09662066776506148,0.5393181818181818,0.00012327275807746865,103.0,8.514972882765362e-05,0.00010810517106373858,0.0013463836233423765,0,B007
-0.015879854171749752,3.126447566267821,0.11372397549214629,0.08504851041922744,0.09009528413567273,0.49699454545454547,6.473746168428537e-05,9.0,5.865634352165435e-05,0.0001279015367684507,0.0007004424102603668,0,B007
0.12100635547425354,3.541472205921428,0.21351804321703383,0.09037575047671208,0.09514276406915562,0.5744509090909091,0.0001314721866190379,103.0,8.709465224167574e-05,8.542409562460009e-05,0.0013951517075006434,0,B007
0.06935569144331488,3.3636830409262704,0.09437125664963918,0.08139033174388695,0.08679501175904893,0.5191836363636364,6.599874169802105e-05,9.0,5.640782355288078e-05,0.00011577186500675389,0.000779243825088946,0,B007
0.09458469702375227,3.470268312453992,-0.039381865264485845,0.08113463222922143,0.08631975982885867,0.5389072727272727,6.660102209644404e-05,27.0,6.86074697367213e-05,0.0001643508248655249,0.0011102943673051812,0,B007
-0.11053461086465788,3.4986831422496856,0.015836411383551546,0.08749003857762717,0.09213700375590528,0.5313054545454545,9.16078461150791e-05,104.0,6.916555402115756e-05,0.00011643346351109953,0.000761873497008269,0,B007
0.08619700586879908,3.1227790584704156,-0.08348107380269411,0.1011400070262776,0.10572808654198372,0.6393745454545454,0.00010218927321589131,27.0,0.00010666571480874442,0.000257422439864344,0.0014793637917641406,0,B007
-0.2345323506896797,2.970322153947726,-0.18535733924887882,0.09259178934235081,0.09773595511902233,0.5802036363636363,0.00010382504977503944,103.0,7.3499856971495e-05,0.00010319841187197179,0.0011465310196751208,0,B007
-0.08635227583597471,3.439540889193159,0.07929711323523213,0.08968901393917886,0.09509514406161428,0.5430163636363636,7.162024301792731e-05,104.0,5.697881935092168e-05,0.00010595661542814608,0.0007420182515007966,0,B007
-0.0064200793845476944,3.602405878539218,0.0349210227103012,0.0861895484213765,0.09148027790880789,0.5775327272727273,6.786500963545899e-05,27.0,6.717608772899736e-05,0.00015692106200702148,0.0009161275067050405,0,B007
-0.2524502002333455,3.2772940536328807,0.05889286225420917,0.0819424381471096,0.08814256096088768,0.4729563636363636,7.40142560222285e-05,104.0,5.017173872422983e-05,5.775452662575052e-05,0.000787246329175527,0,B007
-0.26072900022982815,3.122134912398414,0.00886068962681292,0.08650676553252314,0.09252293671293743,0.4918581818181818,8.618757594090766e-05,103.0,6.83477671081495e-05,0.00012642160741046385,0.0009863364880204357,0,B007
-0.44224708219095366,2.6665454620418436,-0.17648561332571946,0.07874401415802279,0.08436860742680147,0.4070054545454545,4.403139820992983e-05,104.0,4.3020645504483034e-05,9.960290180994582e-05,0.00048756656224620835,0,B007
-0.04557960970671182,3.480837489987783,-0.20864605571636893,0.08475214723151935,0.08977620027801425,0.5323327272727273,0.00011477741310774829,103.0,7.894181077313356e-05,9.820892033532225e-05,0.0011971621142992548,0,B007
0.18263754590390402,3.303540306752975,0.025388217130310572,0.08595400666702621,0.09111162000222446,0.52884,7.375420014968205e-05,9.0,6.297077402935763e-05,0.00012906375336788032,0.0008050705376382067,0,B007
-0.1581810733536071,3.417139768698354,-0.18084222502080505,0.08471992894220523,0.08952569660279039,0.5144581818181818,8.653322612382207e-05,103.0,7.157221162209352e-05,0.00014096592299949016,0.0011167574490878662,0,B007
0.031185195415260658,3.6635828699831148,0.11351006444050245,0.08263702022064856,0.08726082746662318,0.5218545454545455,6.50839534973225e-05,103.0,4.853619386612478e-05,7.941008783900179e-05,0.000622141853066919,0,B007
-0.14303880096145472,3.1464766398349684,-0.09028419068520319,0.0878658660523942,0.09180716209742526,0.5117872727272728,8.968831979290057e-05,103.0,6.901909049436103e-05,0.00012090316527645763,0.0009299478879341498,0,B007
-0.31070278416643493,2.669800924462186,-0.16990570164871202,0.09363382614909807,0.09765590227830898,0.4947345454545454,9.079763391844534e-05,104.0,7.220734634150671e-05,0.00013420928878603766,0.0009539813305559347,0,B007
-0.11920257273446255,3.181543102262685,0.023121096575157252,0.08689953235344258,0.09189308734302329,0.5146636363636363,7.404500155943722e-05,9.0,6.812450219469464e-05,0.00015051933494716026,0.0010326613875584144,0,B007
-0.09658429996241935,3.000358237262768,-0.15580802464018348,0.08067170647276653,0.08580126941421617,0.4871327272727273,4.788817684237079e-05,9.0,4.182968117072837e-05,8.832636796770928e-05,0.0005241546003630797,0,B007
-0.18113564126261172,2.8066862613050305,0.04500391773407824,0.088410619419662,0.09281990909637006,0.49021454545454546,0.00010116428507012326,104.0,6.980797073164972e-05,8.836986786696385e-05,0.0008845855543031913,0,B007
-0.014207802732913333,3.0730632021037128,-0.055769224046533894,0.08703557831469266,0.09192781970986157,0.5403454545454545,0.00011219542426811495,103.0,7.854359276644248e-05,0.00010567326313951208,0.0010260543520073263,0,B007
-0.5060559798316175,2.972813004204218,0.08476700012937483,0.09024234102586817,0.09475139587314316,0.5163072727272727,0.000107501590367472,103.0,7.240397942580195e-05,8.008408758009186e-05,0.0010593400812894738,0,B007
-0.1408253807585127,3.5527099107025197,0.2632479688567359,0.09636045986830877,0.10027786978749825,0.5980781818181817,0.00012633075224805035,104.0,8.518304742314083e-05,9.498470512235928e-05,0.0011379887337556952,0,B007
-0.1435313306544237,3.4975575859963484,0.1967428529002067,0.0852854190178579,0.0896407360436134,0.5169236363636364,4.693109008453029e-05,9.0,5.0659585067251656e-05,0.0001244786250454905,0.0007536247829819252,0,B007
-0.18782603554693145,3.2980044342938504,0.34495679800292,0.0929517544707883,0.09724503160748932,0.5183618181818181,0.00012553264714566974,103.0,8.51684653957497e-05,9.858826373822871e-05,0.001387788637835394,0,B007
-0.28192518306882297,3.270371831538235,0.031106443560390096,0.0941709451535302,0.09806669148801217,0.5734236363636362,8.852824507238543e-05,103.0,7.166985609740969e-05,0.00013695462189486872,0.0009407714486096928,0,B007
-0.38978232314463,3.1514255353043645,0.017528070649188748,0.09410159140078898,0.09792163064481972,0.5487690909090909,7.587097541108986e-05,27.0,7.395321575348858e-05,0.00017107313358968637,0.0009835281275100106,0,B007
-0.3313001133236049,2.9633606140964432,-9.839501847845757e-05,0.08231573896390108,0.08728848979662328,0.46288909090909086,5.393421503310612e-05,27.0,5.244048842856465e-05,0.00012103606211881336,0.0007159794020046191,0,B007
0.02318133060538763,3.612686846125867,0.30196882611644027,0.09308806770942309,0.09776002700458218,0.5742454545454545,0.00010054280592030053,103.0,8.175957469081523e-05,0.00015729292327118686,0.0010727597509903775,0,B007
-0.4323260822070383,2.9177331217273133,0.13062692922430566,0.08695189933734886,0.09196304979558494,0.4871327272727273,7.131423863533259e-05,103.0,5.713831190491017e-05,0.00010744795715106079,0.0007616494464455623,0,B007
-0.24940238956753946,3.244805153436337,0.12015717013120325,0.09034510136019176,0.09561016731861845,0.5629454545454544,8.277703904977222e-05,104.0,6.267975122975821e-05,0.00010635505607000525,0.0007349190665764071,0,B007
0.2419160145185164,3.1129753294937443,-0.3356144204482229,0.08723821048741676,0.09239917866073845,0.56726,6.358298604283602e-05,9.0,7.028373726317236e-05,0.00017473324239090023,0.0008383442341067223,0,B007
0.18684308817632234,2.823682357010022,-0.22704412040860775,0.08696643557043794,0.0920429308752725,0.5541109090909091,8.097319700576767e-05,104.0,5.4476628827527374e-05,5.996595421964137e-05,0.0009111248766727581,0,B007
-0.1752787593580476,3.078721800396302,0.02663941428392158,0.0890211074173108,0.0938943380390313,0.5019254545454545,8.570663507042223e-05,9.0,6.873303830705617e-05,0.00012944268988159013,0.0008529792449549277,0,B007
-0.31146711020116413,3.5237695283009627,0.17823942836995257,0.07478373426541349,0.08022813418270437,0.4690527272727273,6.915245708622865e-05,103.0,5.037494591628891e-05,7.763499207324535e-05,0.0006666116118202723,0,B007
0.030413132102296903,3.5399630490770813,-0.2335255843793362,0.09173941276910585,0.09616998174795606,0.6447163636363636,0.0001273833089861875,104.0,8.697737245605901e-05,0.00010424292039850433,0.0010801034993575952,0,B007
0.11469649283279937,3.1466912224259223,-0.06784403361145717,0.09080451019575585,0.09513080616041276,0.5894490909090908,8.91191185779083e-05,101.0,6.484905261345583e-05,9.961164645255859e-05,0.0007103234855115513,0,B007
-0.1306670096890632,2.9617324625748216,-0.1225143088383239,0.09667977978235996,0.10107167899528344,0.5894490909090908,0.00012629581760654118,103.0,9.441985714544131e-05,0.00015539392965285495,0.0015201627246880147,0,B007
-0.2986039436431849,2.783896197881865,-0.12887196527876268,0.09160801288416,0.09682701669748188,0.5136363636363637,9.273661132633839e-05,104.0,6.8436877891881e-05,0.00010909094572121812,0.0009449226928667075,0,B007
-0.09000001137798108,3.0637384897340785,-0.04993785044454216,0.09454287187120267,0.09891361666829397,0.5551381818181818,0.00011350244321840487,103.0,8.84542564485463e-05,0.00015869096707619317,0.0010995434029775057,0,B007
0.08022922391566167,2.913918955375244,-0.29168239380320976,0.08388342739272078,0.08884005740626048,0.5534945454545455,6.921994736887572e-05,104.0,5.5219853303636376e-05,0.00010311934461158247,0.0007873869520947655,0,B007
-0.2370355296543316,3.0101546320905523,-0.05668612422071054,0.0982808988814687,0.10265374179433212,0.5608909090909091,9.754057934358739e-05,103.0,7.486370633281184e-05,0.0001304458045373326,0.0011086995709555436,0,B007
-0.44821361926366077,3.037014917046132,0.04472048033870306,0.08349341772331643,0.08916291105098238,0.4743945454545455,9.149932854925592e-05,104.0,6.663776175835998e-05,0.00010247320887127003,0.0009810909863392661,0,B007
-0.09668225010107712,3.5284218378275853,-0.07443753755786431,0.08242294139304956,0.08769205034878963,0.565,9.20596110388913e-05,104.0,6.264432613035459e-05,7.369235419389013e-05,0.0010444343682846898,0,B007
0.28599528452882605,4.453120044332805,0.19005773702832152,0.08118530375362217,0.08655341051567705,0.56274,5.215203592676689e-05,9.0,5.70855429882093e-05,0.00014127529661200818,0.0009978084724424862,0,B007
-0.6335150165897563,2.8705896984164383,0.04066096722524189,0.08347646001300953,0.08860643769920898,0.4199490909090908,7.795175254235898e-05,103.0,5.80100888745282e-05,9.442282646132568e-05,0.0007190032718250417,0,B007
-0.224446571145974,3.272172546589883,-0.057699572911620846,0.08155485634251355,0.08696196224465483,0.5255527272727273,8.73258466112223e-05,103.0,6.164629192254911e-05,8.56920546298159e-05,0.0010041679314375278,0,B007
0.0004041862572239374,3.040554804400993,-0.05864514620572651,0.07720936803093781,0.08331553642078196,0.47090181818181814,5.3607605109962134e-05,9.0,5.380314122865417e-05,0.00012682624349039982,0.0008134496482995124,0,B007
-0.09199144813808768,3.256227142506613,-0.022871427122182566,0.08196778298551854,0.08833424421827768,0.5389072727272728,9.257856744619754e-05,103.0,6.245930875705534e-05,6.984555541060739e-05,0.0010335677381982078,0,B007
0.14813225155374887,3.318128029477183,0.16437141946363354,0.08425207013235142,0.09083489711797171,0.5177454545454545,5.774274464726092e-05,103.0,5.641840603441077e-05,0.00013062446091361741,0.0006652092279120623,0,B007
-0.3303808848904488,3.3933530224791597,0.11872507150524934,0.08755694240657258,0.09348329398102476,0.5280181818181818,9.110972672372147e-05,104.0,7.120435047943348e-05,0.0001285906704525745,0.0008564537566010871,0,B007
-0.06324630426296096,3.46711148830308,0.12504872794133337,0.0883885151147279,0.09427968581943896,0.5502072727272727,0.00010489936845619661,104.0,7.854017383866585e-05,0.00012973436785151534,0.0010644325654094644,0,B007
0.06998075115486779,3.419311817753204,0.10658646490407578,0.09046423677885454,0.09583799824823477,0.6212945454545454,9.465913677470478e-05,9.0,7.680829851961823e-05,0.00014724612235206107,0.0009602125235648649,0,B007
0.003586100749480625,2.9779836068281726,-0.11096860280770449,0.09071622668200784,0.09610468679611345,0.5797927272727272,7.8933667501492e-05,27.0,7.301517966419645e-05,0.00016207465449952208,0.0009514560392713398,0,B007
-0.31167789732506446,3.3176235168931214,0.20037881873875926,0.08975866803569978,0.09536947106533092,0.5158963636363636,0.00010212811717610775,104.0,7.246767536740352e-05,0.00010269400958761411,0.0010693162368374017,0,B007
-0.20367498802853978,2.9845117653839863,0.0012967601771427088,0.0902795452773926,0.09534375061106008,0.5302781818181819,9.262183846990503e-05,27.0,8.842629315961085e-05,0.00020134014219557052,0.0010762182301612445,0,B007
